trp_multiplayer_profile_troop_male|hommes de troupe, profil multijoueur
trp_multiplayer_profile_troop_male_pl|hommes de troupe, profil multijoueur
trp_multiplayer_profile_troop_female|femmes de troupe, profil multijoueur
trp_multiplayer_profile_troop_female_pl|femmes de troupe, profil multijoueur
trp_temp_troop|Troupe temporaire
trp_temp_troop_pl|Troupes temporaires
trp_find_item_cheat|triche : recherche d'objet
trp_find_item_cheat_pl|triches : recherche d'objet
trp_random_town_sequence|Série aléatoire de bourgs
trp_random_town_sequence_pl|Séries aléatoires de bourgs
trp_tournament_participants|Paticipants du tournoi
trp_tournament_participants_pl|Participants du tournoi
trp_tutorial_maceman|Homme avec masse d'armes
trp_tutorial_maceman_pl|Hommes avec masse d'armes
trp_tutorial_archer|Archer
trp_tutorial_archer_pl|Archers
trp_tutorial_swordsman|Épéiste
trp_tutorial_swordsman_pl|Épéistes
trp_novice_fighter|Combattant novice
trp_novice_fighter_pl|Combattants novices
trp_regular_fighter|Combattant ordinaire
trp_regular_fighter_pl|Combattants ordinaires
trp_veteran_fighter|Combattant vétéran
trp_veteran_fighter_pl|Combattants vétérans
trp_champion_fighter|Combattant aguerri
trp_champion_fighter_pl|Combattants aguerris
trp_arena_training_fighter_1|Combattant novice
trp_arena_training_fighter_1_pl|Combattants novices
trp_arena_training_fighter_2|Combattant novice
trp_arena_training_fighter_2_pl|Combattants novices
trp_arena_training_fighter_3|Combattant ordinaire
trp_arena_training_fighter_3_pl|Combattants ordinaires 
trp_arena_training_fighter_4|Combattant ordinaire
trp_arena_training_fighter_4_pl|Combattants ordinaires 
trp_arena_training_fighter_5|Combattant ordinaire
trp_arena_training_fighter_5_pl|Combattants ordinaires 
trp_arena_training_fighter_6|Combattant vétéran
trp_arena_training_fighter_6_pl|Combattants vétérans
trp_arena_training_fighter_7|Combattant vétéran
trp_arena_training_fighter_7_pl|Combattants vétérans
trp_arena_training_fighter_8|Combattant vétéran
trp_arena_training_fighter_8_pl|Combattants vétérans
trp_arena_training_fighter_9|Combattant aguerri
trp_arena_training_fighter_9_pl|Combattants aguerris
trp_arena_training_fighter_10|Combattant aguerri
trp_arena_training_fighter_10_pl|Combattants aguerris
trp_cattle|Bétail
trp_cattle_pl|Bétail
trp_farmer|Fermier
trp_farmer_pl|Fermiers
trp_townsman|Milicien
trp_townsman_pl|Miliciens
trp_watchman|Hallebardier mercenaire
trp_watchman_pl|Hallebardiers mercenaires
trp_caravan_guard|Cavalier mercenaire
trp_caravan_guard_pl|Cavaliers mercenaires
trp_mercenary_swordsman|Tireur d'élite mercenaire
trp_mercenary_swordsman_pl|Tireurs d'élite mercenaires
trp_hired_blade|Piquier mercenaire
trp_hired_blade_pl|Piquiers mercenaires
trp_mercenary_crossbowman|Mousquetaire mercenaire
trp_mercenary_crossbowman_pl|Mousquetaires mercenaires
trp_mercenary_horseman|Mercenaire de la cavalerie légère
trp_mercenary_horseman_pl|Mercenaires de la cavalerie légère
trp_mercenaries_end|Objectif des mercenaires
trp_mercenaries_end_pl|Objectifs de mercenaires 
trp_swadian_recruit|Faucheur
trp_swadian_recruit_pl|Faucheurs
trp_swadian_militia|Piquier de la milice
trp_swadian_militia_pl|Piquiers de la milice
trp_swadian_militia_levelup|Piquier de la milice
trp_swadian_militia_levelup_pl|Piquiers de la milice
trp_swadian_skirmisher|Mousquetaire de la milice
trp_swadian_skirmisher_pl|Mousquetaires de la milice
trp_swadian_skirmisher_levelup|Mousquetaire de la milice (vétéran)
trp_swadian_skirmisher_levelup_pl|Mousquetaires de la milice (vétérans)
trp_swadian_footman|Piquier
trp_swadian_footman_pl|Piquiers
trp_swadian_footman_levelup|Piquier (vétéran)
trp_swadian_footman_levelup_pl|Piquiers (vétérans)
trp_swadian_crossbowman|Zolnier
trp_swadian_crossbowman_pl|Zolniers
trp_swadian_crossbowman_levelup|Zolnier (vétéran)
trp_swadian_crossbowman_levelup_pl|Zolniers (vétérans)
trp_swadian_infantry|Piquier de l'infanterie allemande
trp_swadian_infantry_pl|Piquiers de l'infanterie allemande
trp_swadian_infantry_levelup|Piquier de l'infanterie allemande (vétéran)
trp_swadian_infantry_levelup_pl|Piquiers de l'infanterie allemande (vétérans)
trp_swadian_sharpshooter|Mousquetaire de l'infanterie allemande
trp_swadian_sharpshooter_pl|Mousquetaires de l'infanterie allemande
trp_swadian_sharpshooter_levelup|Mousquetaire de l'infanterie allemande (vétéran)
trp_swadian_sharpshooter_levelup_pl|Mousquetaires de l'infanterie allemande (vétérans)
trp_swadian_man_at_arms|Engagé volontaire
trp_swadian_man_at_arms_pl|Engagés volontaires
trp_swadian_man_at_arms_levelup|Engagé volontaire (vétéran)
trp_swadian_man_at_arms_levelup_pl|Engagés volontaires (vétérans)
trp_polish_dragoon|Dragon
trp_polish_dragoon_pl|Dragons
trp_polish_dragoon_levelup|Dragon (vétéran)
trp_polish_dragoon_levelup_pl|Dragons (vétérans)
trp_swadian_sergeant|Cosaque en armure
trp_swadian_sergeant_pl|Cosaques en armure
trp_swadian_sergeant_levelup|Cosaque en armure (vétéran)
trp_swadian_sergeant_levelup_pl|Cosaques en armure (vétérans)
trp_polish_reytar|Reître polonais
trp_polish_reytar_pl|Reîtres polonais
trp_polish_reytar_levelup|Reître polonais (vétéran)
trp_polish_reytar_levelup_pl|Reîtres polonais (vétérans)
trp_swadian_knight|Hussard ailé
trp_swadian_knight_pl|Hussards ailés
trp_swadian_knight_levelup|Hussard ailé (vétéran)
trp_swadian_knight_levelup_pl|Hussards ailés (vétérans)
trp_swadian_messenger|Messager
trp_swadian_messenger_pl|Messagers
trp_swadian_deserter|Déserteur
trp_swadian_deserter_pl|Déserteurs
trp_swadian_prison_guard|Geôlier
trp_swadian_prison_guard_pl|Geôliers
trp_swadian_castle_guard|Garde
trp_swadian_castle_guard_pl|Gardes
trp_vaegir_recruit|Milicien armé d'un bâton
trp_vaegir_recruit_pl|Miliciens armés de bâtons
trp_vaegir_footman|Lancier de la milice
trp_vaegir_footman_pl|Lanciers de la milice
trp_vaegir_footman_levelup|Piquier de la milice (vétéran)
trp_vaegir_footman_levelup_pl|Piquiers de la milice (vétérans)
trp_vaegir_skirmisher|Tireur d'élite de possad
trp_vaegir_skirmisher_pl|Tireurs d'élite de possady
trp_vaegir_skirmisher_levelup|Tireur d'élite de possad (vétéran)
trp_vaegir_skirmisher_levelup_pl|Tireurs d'élite de possady (vétérans)
trp_vaegir_veteran|Javelinier d'élite
trp_vaegir_veteran_pl|Javeliniers d'élite
trp_vaegir_veteran_levelup|Javelinier d'élite (vétéran)
trp_vaegir_veteran_levelup_pl|Javeliniers d'élite (vétérans)
trp_vaegir_archer|Tireur d'élite
trp_vaegir_archer_pl|Tireurs d'élite
trp_vaegir_archer_levelup|Tireur d'élite (vétéran)
trp_vaegir_archer_levelup_pl|Tireurs d'élite (vétérans)
trp_vaegir_infantry|Javelinier de nouvel ordre
trp_vaegir_infantry_pl|Javeliniers de nouvel ordre
trp_vaegir_infantry_levelup|Piquier de nouvel ordre (vétéran)
trp_vaegir_infantry_levelup_pl|Piquiers de nouvel ordre (vétérans)
trp_vaegir_marksman|Tireur d'élite de nouvel ordre
